"","SurveyDate","SurveyYear","SurveyType","location","site_number","siteID","latitude","longitude","GyrfalconTerritory","Status","common_name"
"347","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","18","018-14 (018-Z; 018-",64.7221,-166.0194167,"T015","occupied","Rough_legged Hawk"
"348","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","526A","526-14A (526-Z; 526",64.7231,-166.0213,"T015","vacant","NULL"
"349","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","526B","526-14B (526-04; 52",64.72388,-166.02333,"T015","occupied","Gyrfalcon"
"350","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","624","624-14 (624-08; 624",64.7249,-166.0243833,"T015","vacant","NULL"
"351","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","625A","625-14A (625-Z; 625",64.72511667,-166.0283333,"T015","vacant","NULL"
"352","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","201","201-14 (201F; 201-Z",64.72608,-166.03143,"T015","occupied","Rough_legged Hawk"
"353","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","202","202-14 (202-Z; 202G",64.67898333,-166.0562667,"T148","vacant","NULL"
"354","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","320A","320-14A (320F; 320-",64.69471667,-166.121,"T085","vacant","NULL"
"355","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","194","194-14 (194-Z; 194A",64.69788333,-166.2057,"T072","occupied","Rough_legged Hawk"
"356","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","015A","015-14A (015-08)",64.77426667,-166.2015167,"T047","occupied","Gyrfalcon"
"357","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","199","199-14 (015F1; 199-",64.79321667,-166.2088167,"T076","occupied","Rough_legged Hawk"
"358","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","13","013-14 (013-02; 013",64.75438333,-166.3826167,"T025","vacant","NULL"
"359","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","664A","664-14A (664G; 664-",64.74568333,-166.3797167,"T045","vacant","NULL"
"360","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","664B","664-14B (664G; 664-",64.74523333,-166.3796167,"T045","vacant","NULL"
"361","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","196","629-08 (029-98; 262",64.7438,-166.3770667,"T045","occupied","Rough_legged Hawk"
"362","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","195","195-14 (195-08; 195",64.73008333,-166.36395,"T073","occupied","Gyrfalcon"
"363","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","11","011-14 (011-Z; 011F",64.68563333,-166.2962333,"T046","vacant","NULL"
"364","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","192A","192-14A (192-Z; 192",64.63935,-166.0559833,"T071","occupied","Rough_legged Hawk"
"365","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","189","189-14 (546E; 008-9",64.56858333,-166.0556,"T070","vacant","NULL"
"366","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","855","855-14 (189-14; 189",64.56836667,-166.0502,"T070","occupied","Rough_legged Hawk"
"367","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","856","856-13 (546C; 855-1",64.56818333,-166.0474,"T070","occupied","Rough_legged Hawk"
"368","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","523","523-08 (523A; 523-Z",64.56936667,-166.0435333,"T070","vacant","NULL"
"369","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","546","546-14 (546-Z; 546-",64.56526667,-166.01725,"T111","vacant","NULL"
"370","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","2","002-13 (002-Z; 002A",64.55216667,-165.8746167,"T042","vacant","NULL"
"371","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","3","003-14 (003-Z; OO3A",64.5503,-165.86715,"T042","vacant","NULL"
"372","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","186A","186-14A (186-08A; 1",64.5506,-165.86285,"T042","vacant","NULL"
"373","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","185","185-08 (185A; 185-Z",64.57043,-165.78868,"T069","occupied","Gyrfalcon"
"374","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","442","442-13 (212B)",64.66477,-165.48308,"T021","vacant","NULL"
"375","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","442","442-13 (212B)",64.66477,-165.48308,"T021","vacant","NULL"
"376","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","213","213-13 (212F2; 281-",64.66823333,-165.4769,"T021","occupied","Golden Eagle"
"377","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","213","213-13 (212F2; 281-",64.66823333,-165.4769,"T021","occupied","NULL"
"378","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","212","212-13 (212G)",64.66758333,-165.4752667,"T021","vacant","NULL"
"379","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","026A","026-13 (026-08; 026",64.73188333,-165.5485167,"T049","vacant","NULL"
"380","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","28","028-13 (028-08; 028",64.73358,-165.43093,"T050","occupied","Raven"
"381","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","28","028-13 (028-08; 028",64.73358,-165.43093,"T050","occupied","NULL"
"382","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","029A","029-14A (029-08; 02",64.7316,-165.42025,"T050","vacant","NULL"
"383","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","218A","670-08 (218F1; 218-",64.75973,-165.42073,"T022","vacant","NULL"
"384","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","218A","670-08 (218F1; 218-",64.75973,-165.42073,"T022","vacant","NULL"
"385","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","030A","030-14 (030-13; 030",64.75791667,-165.4499833,"T051","occupied","Raven"
"386","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","225","225-08 (534D)",64.80917,-165.20342,"T023","occupied","Gyrfalcon"
"387","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","534","534-08 (534F)",64.80552,-165.1991,"T023","occupied","Rough_legged Hawk"
"388","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","226","226-08 (535A)",64.80402,-165.19765,"T023","occupied","NULL"
"389","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","226","226-08 (535A)",64.80402,-165.19765,"T023","occupied","NULL"
"390","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","535","535-08 (226B)",64.80668,-165.19303,"T023","vacant","NULL"
"391","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","215","215-13 (185-98; 283",64.79216667,-165.3486833,"T078","vacant","NULL"
"392","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","33","033-08",64.73032,-165.31505,"T052","occupied","Rough_legged Hawk"
"393","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","230","230-08",64.731,-165.32215,"T052","occupied","Gyrfalcon"
"394","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","419A","419-13 (419-08; 419",64.73925,-165.3437833,"T158","vacant","NULL"
"395","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","231","231-13 (231F2; 768-",64.66723333,-165.3456667,"T150","vacant","NULL"
"396","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","441","441-13 (441A)",64.6621,-165.3489333,"T150","vacant","NULL"
"397","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","208","208-14 (208-08; 208",64.64868,-165.64315,"T024","occupied","Golden Eagle"
"398","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","493","493-08",65.08998333,-166.2386333,"T104","occupied","Raven"
"399","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","254","254-14 (254-08; 254",65.09468,-166.21857,"T081","occupied","Gyrfalcon"
"400","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","343A","343-14A (343-08)",65.12791667,-166.1798333,"T082","vacant","NULL"
"401","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","256A","256-14A (256-08; 25",65.13106667,-166.1710667,"T082","vacant","NULL"
"402","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","256B","256-14B (256-08; 25",65.13068,-166.16913,"T082","occupied","Gyrfalcon"
"403","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","258","538-08 (258-02; 499",65.19431667,-166.2111667,"T108","occupied","Raven"
"404","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","349","349-14 (349A2; 349-",65.19573333,-166.0379333,"T088","occupied","Gyrfalcon"
"405","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","633B","633-08B",64.81913,-165.90927,"T016","occupied","Gyrfalcon"
"406","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","633A","633-14A",64.81816667,-165.9081333,"T016","vacant","NULL"
"407","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","203","203-14 (203-08)",64.8173,-165.9076167,"T016","occupied","Rough_legged Hawk"
"408","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","438","438-08 (632-08; 203",64.81603,-165.9062,"T016","vacant","NULL"
"409","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","020A","020-14A (020-08; 02",64.7669,-165.8467,"T139","vacant","NULL"
"410","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","020B","020-14B (754-08; 01",64.76688,-165.84432,"T139","vacant","NULL"
"411","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","020B","020-14B (754-08; 01",64.76688,-165.84432,"T139","vacant","NULL"
"412","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","849","849-12",64.73105,-165.7179833,"T171","vacant","NULL"
"413","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","665","665-14 (665-09; 204",64.72742,-165.73535,"T017","occupied","Gyrfalcon"
"414","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","206","206-14 (206-13; 206",64.72393,-165.71218,"T134","vacant","NULL"
"415","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","207B","747-08",64.70968,-165.67407,"T077","vacant","NULL"
"416","5/2/2017",2017,"occupancy/early survey","Seward Peninsula","207A","207-14 (207A; 207D;",64.70973333,-165.6712667,"T077","vacant","NULL"
"417","5/5/2017",2017,"occupancy/early survey","Seward Peninsula","173","173-13 (173F; 232-9",64.9431,-164.4240667,"T020","occupied","Gyrfalcon"
"418","5/5/2017",2017,"occupancy/early survey","Seward Peninsula","172","172-08 (421D)",64.94048333,-164.42335,"T020","vacant","NULL"
"419","5/5/2017",2017,"occupancy/early survey","Seward Peninsula","76","076-08",64.76511667,-164.7798167,"T178","occupied","Rough_legged Hawk"
"420","5/5/2017",2017,"occupancy/early survey","Seward Peninsula","76","076-08",64.76511667,-164.7798167,"T178","occupied","Raven"
"421","5/5/2017",2017,"occupancy/early survey","Seward Peninsula","74","074-08 (074A; 074F)",64.75656667,-164.7627,"T005","occupied","Gyrfalcon"
"422","5/5/2017",2017,"occupancy/early survey","Seward Peninsula","79","079-13 (079A)",64.74467,-164.74073,"T168","occupied","Gyrfalcon"
"423","5/5/2017",2017,"occupancy/early survey","Seward Peninsula","79","079-13 (079A)",64.74467,-164.74073,"T168","occupied","NULL"
"424","5/5/2017",2017,"occupancy/early survey","Seward Peninsula","78","078-13 <078-08>",64.73813333,-164.733,"T179","vacant","NULL"
"425","5/5/2017",2017,"occupancy/early survey","Seward Peninsula","424","424-13 <424-08>",64.73233333,-164.7342833,"T006","vacant","NULL"
"426","5/5/2017",2017,"occupancy/early survey","Seward Peninsula","45","045-13 (045A; 141C)",64.73341667,-164.7300667,"T006","vacant","NULL"
"427","5/5/2017",2017,"occupancy/early survey","Seward Peninsula","141","141-13 (141F)",64.72856667,-164.7282833,"T006","vacant","NULL"
"428","5/5/2017",2017,"occupancy/early survey","Seward Peninsula","70","070-13 (070F; 207C;",64.72661667,-164.7832333,"T004","occupied","Rough_legged Hawk"
"429","5/5/2017",2017,"occupancy/early survey","Seward Peninsula","70","070-13 (070F; 207C;",64.72661667,-164.7832333,"T004","occupied","NULL"
"430","5/5/2017",2017,"occupancy/early survey","Seward Peninsula","069B","762-13 (069; 070E)",64.72448333,-164.7926333,"T175","vacant","NULL"
"431","5/5/2017",2017,"occupancy/early survey","Seward Peninsula","069A","069-13 (762)",64.72405,-164.79432,"T175","occupied","Gyrfalcon"
"432","5/5/2017",2017,"occupancy/early survey","Seward Peninsula","826","826-13 (826F)",64.7058,-164.8936167,"T132","vacant","NULL"
"433","5/5/2017",2017,"occupancy/early survey","Seward Peninsula","65","065-08 <065-13>",64.63833333,-165.0273167,"T074","occupied","Raven"
"434","5/3/2017",2017,"occupancy/early survey","Seward Peninsula","115B","115-14B (115-08; 15",65.41956667,-164.6450667,"T061","occupied","Rough_legged Hawk"
"435","5/3/2017",2017,"occupancy/early survey","Seward Peninsula","115A","115-14A (115-08; 15",65.4196,-164.6476,"T061","vacant","NULL"
"436","5/3/2017",2017,"occupancy/early survey","Seward Peninsula","116","116-08 (116F)",65.45461667,-164.6820333,"T010","occupied","Gyrfalcon"
"437","5/3/2017",2017,"occupancy/early survey","Seward Peninsula","117","117-08 (120B; 161-9",65.45748,-164.69415,"T010","vacant","NULL"
"438","5/3/2017",2017,"occupancy/early survey","Seward Peninsula","120","120-10 (120F; 165-9",65.45757,-164.7042,"T010","vacant","NULL"
"439","5/3/2017",2017,"occupancy/early survey","Seward Peninsula","738","738-08 (121D)",65.5427,-164.7325167,"T011","vacant","NULL"
"440","5/3/2017",2017,"occupancy/early survey","Seward Peninsula","122","122-08",65.54395,-164.72363,"T011","occupied","Gyrfalcon"
"441","5/3/2017",2017,"occupancy/early survey","Seward Peninsula","121","121-08 (121A; 166-9",65.52398,-164.70965,"T064","occupied","Gyrfalcon"
"442","5/3/2017",2017,"occupancy/early survey","Seward Peninsula","416","416-14 (416-08)",65.51648333,-164.7049333,"T172","vacant","NULL"
"443","5/3/2017",2017,"occupancy/early survey","Seward Peninsula","56","056-08",65.18608333,-164.8474167,"T054","occupied","Peregrin Falcon"
"444","5/3/2017",2017,"occupancy/early survey","Seward Peninsula","56","056-08",65.18608333,-164.8474167,"T054","occupied","NULL"
"445","5/3/2017",2017,"occupancy/early survey","Seward Peninsula","109A","109A-08",65.13543333,-164.9189167,"T098","vacant","NULL"
"446","5/3/2017",2017,"occupancy/early survey","Seward Peninsula","055A","055-08A (055F)",65.13583333,-164.8765,"T053","occupied","Rough_legged Hawk"
"447","5/3/2017",2017,"occupancy/early survey","Seward Peninsula","055A","055-08A (055F)",65.13583333,-164.8765,"T053","occupied","NULL"
"448","5/3/2017",2017,"occupancy/early survey","Seward Peninsula","545","545-08 (545F)",65.05245,-164.79405,"T110","vacant","NULL"
"449","5/3/2017",2017,"occupancy/early survey","Seward Peninsula","102","102-15 (102-08;102F",64.90371667,-164.8599167,"T060","vacant","NULL"
"450","5/3/2017",2017,"occupancy/early survey","Seward Peninsula","418","418-13 (418F)",64.79293333,-165.1057333,"T095","occupied","Golden Eagle"
"451","5/3/2017",2017,"occupancy/early survey","Seward Peninsula","418","418-13 (418F)",64.79293333,-165.1057333,"T095","occupied","NULL"
"452","5/5/2017",2017,"occupancy/early survey","Seward Peninsula","699A","699-13A (699C)",64.66341667,-164.3284167,"T163","vacant","NULL"
"453","5/5/2017",2017,"occupancy/early survey","Seward Peninsula","865","865-14 (WPT001 DAY2",64.69511667,-164.2298667,"T167","vacant","NULL"
"454","5/5/2017",2017,"occupancy/early survey","Seward Peninsula","700","700-08",64.69323,-164.17967,"T031","occupied","Gyrfalcon"
"455","5/5/2017",2017,"occupancy/early survey","Seward Peninsula","432","453-13 (453A; 453F1",64.69497,-164.18168,"T031","vacant","NULL"
"456","5/5/2017",2017,"occupancy/early survey","Seward Peninsula","452","452-13 (452G)",64.69475,-164.1831167,"T031","vacant","NULL"
"457","5/5/2017",2017,"occupancy/early survey","Seward Peninsula","60","060-13 (060A; 179-9",65.2143,-164.3246667,"T056","vacant","NULL"
"458","5/5/2017",2017,"occupancy/early survey","Seward Peninsula","420","420-08",65.21498333,-164.39085,"T159","occupied","Rough_legged Hawk"
"459","5/5/2017",2017,"occupancy/early survey","Seward Peninsula","708","708-08",65.18121667,-164.38935,"T185","occupied","NULL"
"460","5/5/2017",2017,"occupancy/early survey","Seward Peninsula","708","708-08",65.18121667,-164.38935,"T185","occupied","NULL"
"461","5/5/2017",2017,"occupancy/early survey","Seward Peninsula","134","134-08 (134F)",65.1213,-164.3340667,"T065","vacant","NULL"
"462","5/5/2017",2017,"occupancy/early survey","Seward Peninsula","135","135-08  (135F)",65.06423333,-164.3084333,"T066","occupied","NULL"
"463","5/5/2017",2017,"occupancy/early survey","Seward Peninsula","135","135-08  (135F)",65.06423333,-164.3084333,"T066","occupied","NULL"
"464","5/5/2017",2017,"occupancy/early survey","Seward Peninsula","136","136-08",65.02468333,-164.4249,"T135","vacant","NULL"
"465","5/14/2016",2016,"occupancy/early survey","Seward Peninsula","185","185-08 (185A; 185-Z",64.57043,-165.78868,"T069","occupied","Gyrfalcon"
"466","5/14/2016",2016,"occupancy/early survey","Seward Peninsula","2","002-13 (002-Z; 002A",64.55216667,-165.8746167,"T042","vacant","NULL"
"467","5/14/2016",2016,"occupancy/early survey","Seward Peninsula","3","003-14 (003-Z; OO3A",64.5503,-165.86715,"T042","occupied","Rough_legged Hawk"
"468","5/14/2016",2016,"occupancy/early survey","Seward Peninsula","3","003-14 (003-Z; OO3A",64.5503,-165.86715,"T042","occupied","NULL"
"469","5/14/2016",2016,"occupancy/early survey","Seward Peninsula","186A","186-14A (186-08A; 1",64.5506,-165.86285,"T042","vacant","NULL"
"470","5/14/2016",2016,"occupancy/early survey","Seward Peninsula","523","523-08 (523A; 523-Z",64.56936667,-166.0435333,"T070","vacant","NULL"
"471","5/14/2016",2016,"occupancy/early survey","Seward Peninsula","856","856-13 (546C; 855-1",64.56818333,-166.0474,"T070","vacant","NULL"
"472","5/14/2016",2016,"occupancy/early survey","Seward Peninsula","855","855-14 (189-14; 189",64.56836667,-166.0502,"T070","occupied","Gyrfalcon"
"473","5/14/2016",2016,"occupancy/early survey","Seward Peninsula","855","855-14 (189-14; 189",64.56836667,-166.0502,"T070","occupied","Peregrin Falcon"
"474","5/14/2016",2016,"occupancy/early survey","Seward Peninsula","189","189-14 (546E; 008-9",64.56858333,-166.0556,"T070","occupied","Raven"
"475","5/14/2016",2016,"occupancy/early survey","Seward Peninsula","192A","192-14A (192-Z; 192",64.63935,-166.0559833,"T071","occupied","Rough_legged Hawk"
"476","5/14/2016",2016,"occupancy/early survey","Seward Peninsula","11","011-14 (011-Z; 011F",64.68563333,-166.2962333,"T046","occupied","Rough_legged Hawk"
"477","5/14/2016",2016,"occupancy/early survey","Seward Peninsula","11","011-14 (011-Z; 011F",64.68563333,-166.2962333,"T046","occupied","NULL"
"478","5/14/2016",2016,"occupancy/early survey","Seward Peninsula","195","195-14 (195-08; 195",64.73008333,-166.36395,"T073","occupied","Rough_legged Hawk"
"479","5/14/2016",2016,"occupancy/early survey","Seward Peninsula","195","195-14 (195-08; 195",64.73008333,-166.36395,"T073","occupied","Gyrfalcon"
"480","5/14/2016",2016,"occupancy/early survey","Seward Peninsula","13","013-14 (013-02; 013",64.75438333,-166.3826167,"T025","occupied","Raven"
"481","5/14/2016",2016,"occupancy/early survey","Seward Peninsula","664A","664-14A (664G; 664-",64.74568333,-166.3797167,"T045","vacant","NULL"
"482","5/14/2016",2016,"occupancy/early survey","Seward Peninsula","664B","664-14B (664G; 664-",64.74523333,-166.3796167,"T045","vacant","NULL"
"483","5/14/2016",2016,"occupancy/early survey","Seward Peninsula","196","629-08 (029-98; 262",64.7438,-166.3770667,"T045","vacant","NULL"
"484","5/14/2016",2016,"occupancy/early survey","Seward Peninsula","199","199-14 (015F1; 199-",64.79321667,-166.2088167,"T076","occupied","Rough_legged Hawk"
"485","5/14/2016",2016,"occupancy/early survey","Seward Peninsula","015A","015-14A (015-08)",64.77426667,-166.2015167,"T047","occupied","Rough_legged Hawk"
"486","5/14/2016",2016,"occupancy/early survey","Seward Peninsula","015A","015-14A (015-08)",64.77426667,-166.2015167,"T047","occupied","NULL"
"487","5/14/2016",2016,"occupancy/early survey","Seward Peninsula","194","194-14 (194-Z; 194A",64.69788333,-166.2057,"T072","occupied","Rough_legged Hawk"
"488","5/14/2016",2016,"occupancy/early survey","Seward Peninsula","194","194-14 (194-Z; 194A",64.69788333,-166.2057,"T072","occupied","NULL"
"489","5/14/2016",2016,"occupancy/early survey","Seward Peninsula","320A","320-14A (320F; 320-",64.69471667,-166.121,"T085","occupied","Rough_legged Hawk"
"490","5/14/2016",2016,"occupancy/early survey","Seward Peninsula","320A","320-14A (320F; 320-",64.69471667,-166.121,"T085","occupied","NULL"
"491","5/14/2016",2016,"occupancy/early survey","Seward Peninsula","202","202-14 (202-Z; 202G",64.67898333,-166.0562667,"T148","occupied","Rough_legged Hawk"
"492","5/14/2016",2016,"occupancy/early survey","Seward Peninsula","18","018-14 (018-Z; 018-",64.7221,-166.0194167,"T015","occupied","Rough_legged Hawk"
"493","5/14/2016",2016,"occupancy/early survey","Seward Peninsula","526A","526-14A (526-Z; 526",64.7231,-166.0213,"T015","vacant","NULL"
"494","5/14/2016",2016,"occupancy/early survey","Seward Peninsula","526B","526-14B (526-04; 52",64.72388,-166.02333,"T015","occupied","Raven"
"495","5/14/2016",2016,"occupancy/early survey","Seward Peninsula","624","624-14 (624-08; 624",64.7249,-166.0243833,"T015","vacant","NULL"
"496","5/14/2016",2016,"occupancy/early survey","Seward Peninsula","625A","625-14A (625-Z; 625",64.72511667,-166.0283333,"T015","vacant","NULL"
"497","5/14/2016",2016,"occupancy/early survey","Seward Peninsula","625A","625-14A (625-Z; 625",64.72511667,-166.0283333,"T015","vacant","NULL"
"498","5/14/2016",2016,"occupancy/early survey","Seward Peninsula","201","201-14 (201F; 201-Z",64.72608,-166.03143,"T015","occupied","Gyrfalcon"
"499","5/14/2016",2016,"occupancy/early survey","Seward Peninsula","210","277-14B (210-08; 27",64.6147,-165.7187167,"T149","vacant","NULL"
"500","5/14/2016",2016,"occupancy/early survey","Seward Peninsula","209","277-14A (277-99; 27",64.61415,-165.7166333,"T149","occupied","Rough_legged Hawk"
"501","5/13/2016",2016,"occupancy/early survey","Seward Peninsula","550","550-14 (550A; 550-1",64.61615,-165.6738667,"T112","occupied","NULL"
"502","5/13/2016",2016,"occupancy/early survey","Seward Peninsula","22","022-14 (022-08; 022",64.60325,-165.6761333,"T048","occupied","Raven"
"503","5/13/2016",2016,"occupancy/early survey","Seward Peninsula","22","022-14 (022-08; 022",64.60325,-165.6761333,"T048","occupied","NULL"
"504","5/13/2016",2016,"occupancy/early survey","Seward Peninsula","208","208-14 (208-08; 208",64.64868,-165.64315,"T024","occupied","Golden Eagle"
"505","5/13/2016",2016,"occupancy/early survey","Seward Peninsula","208","208-14 (208-08; 208",64.64868,-165.64315,"T024","occupied","NULL"
"506","5/13/2016",2016,"occupancy/early survey","Seward Peninsula","493","493-08",65.08998333,-166.2386333,"T104","vacant","NULL"
"507","5/13/2016",2016,"occupancy/early survey","Seward Peninsula","254","254-14 (254-08; 254",65.09468,-166.21857,"T081","occupied","Gyrfalcon"
"508","5/13/2016",2016,"occupancy/early survey","Seward Peninsula","343A","343-14A (343-08)",65.12791667,-166.1798333,"T082","occupied","Gyrfalcon"
"509","5/13/2016",2016,"occupancy/early survey","Seward Peninsula","256A","256-14A (256-08; 25",65.13106667,-166.1710667,"T082","occupied","Rough_legged Hawk"
"510","5/13/2016",2016,"occupancy/early survey","Seward Peninsula","256B","256-14B (256-08; 25",65.13068,-166.16913,"T082","vacant","NULL"
"511","5/13/2016",2016,"occupancy/early survey","Seward Peninsula","258","538-08 (258-02; 499",65.19431667,-166.2111667,"T108","vacant","NULL"
"512","5/13/2016",2016,"occupancy/early survey","Seward Peninsula","349","349-14 (349A2; 349-",65.19573333,-166.0379333,"T088","occupied","Gyrfalcon"
"513","5/13/2016",2016,"occupancy/early survey","Seward Peninsula","633B","633-08B",64.81913,-165.90927,"T016","vacant","NULL"
"514","5/13/2016",2016,"occupancy/early survey","Seward Peninsula","633A","633-14A",64.81816667,-165.9081333,"T016","vacant","NULL"
"515","5/13/2016",2016,"occupancy/early survey","Seward Peninsula","203","203-14 (203-08)",64.8173,-165.9076167,"T016","vacant","NULL"
"516","5/13/2016",2016,"occupancy/early survey","Seward Peninsula","438","438-08 (632-08; 203",64.81603,-165.9062,"T016","occupied","Gyrfalcon"
"517","5/13/2016",2016,"occupancy/early survey","Seward Peninsula","020A","020-14A (020-08; 02",64.7669,-165.8467,"T139","occupied","Rough_legged Hawk"
"518","5/13/2016",2016,"occupancy/early survey","Seward Peninsula","020B","020-14B (754-08; 01",64.76688,-165.84432,"T139","vacant","NULL"
"519","5/13/2016",2016,"occupancy/early survey","Seward Peninsula","020B","020-14B (754-08; 01",64.76688,-165.84432,"T139","vacant","NULL"
"520","5/13/2016",2016,"occupancy/early survey","Seward Peninsula","849","849-12",64.73105,-165.7179833,"T171","vacant","NULL"
"521","5/13/2016",2016,"occupancy/early survey","Seward Peninsula","665","665-14 (665-09; 204",64.72742,-165.73535,"T017","vacant","NULL"
"522","5/13/2016",2016,"occupancy/early survey","Seward Peninsula","206","206-14 (206-13; 206",64.72393,-165.71218,"T134","vacant","NULL"
"523","5/13/2016",2016,"occupancy/early survey","Seward Peninsula","207B","747-08",64.70968,-165.67407,"T077","vacant","NULL"
"524","5/13/2016",2016,"occupancy/early survey","Seward Peninsula","207A","207-14 (207A; 207D;",64.70973333,-165.6712667,"T077","occupied","Gyrfalcon"
"525","5/14/2016",2016,"occupancy/early survey","Seward Peninsula","56","056-08",65.18608333,-164.8474167,"T054","occupied","Peregrin Falcon"
"526","5/14/2016",2016,"occupancy/early survey","Seward Peninsula","109A","109A-08",65.13543333,-164.9189167,"T098","vacant","NULL"
"527","5/14/2016",2016,"occupancy/early survey","Seward Peninsula","055A","055-08A (055F)",65.13583333,-164.8765,"T053","occupied","Rough_legged Hawk"
"528","5/14/2016",2016,"occupancy/early survey","Seward Peninsula","545","545-08 (545F)",65.05245,-164.79405,"T110","vacant","NULL"
"529","5/14/2016",2016,"occupancy/early survey","Seward Peninsula","102","102-15 (102-08;102F",64.90371667,-164.8599167,"T060","vacant","NULL"
"530","5/15/2016",2016,"occupancy/early survey","Seward Peninsula","60","060-13 (060A; 179-9",65.2143,-164.3246667,"T056","occupied","Rough_legged Hawk"
"531","5/15/2016",2016,"occupancy/early survey","Seward Peninsula","420","420-08",65.21498333,-164.39085,"T159","occupied","Rough_legged Hawk"
"532","5/15/2016",2016,"occupancy/early survey","Seward Peninsula","708","708-08",65.18121667,-164.38935,"T185","occupied","Rough_legged Hawk"
"533","5/15/2016",2016,"occupancy/early survey","Seward Peninsula","134","134-08 (134F)",65.1213,-164.3340667,"T065","occupied","Rough_legged Hawk"
"534","5/15/2016",2016,"occupancy/early survey","Seward Peninsula","135","135-08  (135F)",65.06423333,-164.3084333,"T066","occupied","Rough_legged Hawk"
"535","5/15/2016",2016,"occupancy/early survey","Seward Peninsula","136","136-08",65.02468333,-164.4249,"T135","occupied","Rough_legged Hawk"
"536","5/15/2016",2016,"occupancy/early survey","Seward Peninsula","136","136-08",65.02468333,-164.4249,"T135","occupied","NULL"
"537","5/15/2016",2016,"occupancy/early survey","Seward Peninsula","172","172-08 (421D)",64.94048333,-164.42335,"T020","occupied","Raven"
"538","5/15/2016",2016,"occupancy/early survey","Seward Peninsula","173","173-13 (173F; 232-9",64.9431,-164.4240667,"T020","occupied","Gyrfalcon"
"539","5/15/2016",2016,"occupancy/early survey","Seward Peninsula","173","173-13 (173F; 232-9",64.9431,-164.4240667,"T020","occupied","NULL"
